scope,scene_id,cluster_id,profile,method,si_sdr_db,spectral_error_db,coherence,ild_error_db,ic_error
single_scene,plus-test-0016,speaker-pair-2,strict,adeps_tuned,13.763260989558425,8.35365465601794,0.24747091706856564,3.1795660715406893,0.20843355466194255
single_scene,plus-test-0016,speaker-pair-2,strict,spatial_only,14.490453414030853,3.573852748199086,0.780213635461943,0.5771362260735666,0.06388322336348033
single_scene,plus-test-0016,speaker-pair-2,strict,consistency_only,25.714438551217064,7.548310824728559,0.6956043372505137,2.2631656209993527,0.06675524166899258
single_scene,plus-test-0016,speaker-pair-2,strict,plus,28.852521786262912,3.94482947935433,0.7756076133678467,0.5752537682011749,0.05831026929289158
single_scene,plus-test-0016,speaker-pair-2,strict,plus_no_denoiser,29.150774243142187,3.493295401660816,0.7822285260858369,0.5720818708663928,0.06311288260551132
single_scene,plus-test-0017,speaker-pair-2,strict,linear_default,17.7111052057243,,,4.115629477926221,0.12055601623877811
single_scene,plus-test-0017,speaker-pair-2,strict,linear_tuned,17.858933773139572,,,4.098596321690142,0.1202031606744756
single_scene,plus-test-0017,speaker-pair-2,strict,linear_noise,17.824390294387218,,,4.060699979728978,0.12073519191804541
single_scene,plus-test-0017,speaker-pair-2,strict,adeps_current,9.265469455800286,26.852973757100404,0.13579542077231105,6.093002432898524,0.2281409033150841
single_scene,plus-test-0017,speaker-pair-2,strict,adeps_tuned,13.62914943690895,26.223297278440413,0.2126352190200847,5.322826867057422,0.1801912796003105
single_scene,plus-test-0017,speaker-pair-2,strict,spatial_only,25.58013399486508,5.695485657371096,0.8145082670246723,1.5335127555349746,0.10665574406787605
single_scene,plus-test-0017,speaker-pair-2,strict,consistency_only,18.225551269856155,7.830906100288787,0.5941376633826816,3.9787415327962457,0.13037503861101588
single_scene,plus-test-0017,speaker-pair-2,strict,plus,25.95504273056705,5.389335350059999,0.7728527230756339,1.144832902871722,0.0829127617974412
single_scene,plus-test-0017,speaker-pair-2,strict,plus_no_denoiser,26.232665056934447,5.040176950049648,0.8079932432848024,1.3934544133128963,0.07722949963826527
single_scene,plus-test-0018,speaker-pair-2,strict,linear_default,21.035248540845558,,,2.53403729771418,0.09564193219286304
single_scene,plus-test-0018,speaker-pair-2,strict,linear_tuned,21.59537989941589,,,2.53272368009781,0.0954075581345121
single_scene,plus-test-0018,speaker-pair-2,strict,linear_noise,21.57227246204553,,,2.5393173053388076,0.09202121631201102
single_scene,plus-test-0018,speaker-pair-2,strict,adeps_current,6.875841136539433,21.306557031062958,0.15053827966302097,3.437053958568688,0.3266231057539184
single_scene,plus-test-0018,speaker-pair-2,strict,adeps_tuned,12.46573031253166,20.96479329886922,0.22757963667020398,2.5541902973261097,0.28735896148357576
single_scene,plus-test-0018,speaker-pair-2,strict,spatial_only,28.93153949287647,5.003941954164345,0.7005938854587964,0.3732377839170491,0.034802497457915985
single_scene,plus-test-0018,speaker-pair-2,strict,consistency_only,22.094775073959582,6.583635262502464,0.5322082091652796,2.527425685729697,0.0826850836057869
single_scene,plus-test-0018,speaker-pair-2,strict,plus,30.192084949881036,4.791141622774481,0.6546215913395605,0.6070969815762949,0.02874458341164078
single_scene,plus-test-0018,speaker-pair-2,strict,plus_no_denoiser,30.49082685175603,4.48278816885466,0.691074090616879,0.38826696663228666,0.03141079548516372
single_scene,plus-test-0019,speaker-pair-2,strict,linear_default,7.867994359196391,,,3.579747973113414,0.04131791602173858
single_scene,plus-test-0019,speaker-pair-2,strict,linear_tuned,8.121204464323482,,,3.5757352068208403,0.04135697933987133
single_scene,plus-test-0019,speaker-pair-2,strict,linear_noise,8.11910369925555,,,3.5744749348665,0.040354243837811846
single_scene,plus-test-0019,speaker-pair-2,strict,adeps_current,2.6404084176318436,16.342384147466127,0.22517809222382618,5.0766969690714,0.3751069774215722
single_scene,plus-test-0019,speaker-pair-2,strict,adeps_tuned,6.113325743926385,15.335722414329785,0.34885059403204216,4.657133442409078,0.24271852807424726
single_scene,plus-test-0019,speaker-pair-2,strict,spatial_only,17.62684399326504,3.190647760998677,0.9287223851128579,1.0258916956948796,0.028755276329671606
single_scene,plus-test-0019,speaker-pair-2,strict,consistency_only,8.88330948635518,6.449012225121192,0.775887799779961,3.5670415478448843,0.03864495875471605
single_scene,plus-test-0019,speaker-pair-2,strict,plus,18.321963500287854,3.6553789296730477,0.8990103377553815,1.2520525386593233,0.0277145363233201
single_scene,plus-test-0019,speaker-pair-2,strict,plus_no_denoiser,18.751212826615156,2.912532934191564,0.925209783678085,0.996928504592331,0.024420697802024414
single_scene,plus-test-0020,speaker-pair-2,strict,linear_default,16.411228706665018,,,2.8958096636316366,0.09288974661288248
single_scene,plus-test-0020,speaker-pair-2,strict,linear_tuned,16.8001206402134,,,2.8935008187716846,0.09286124869736462
single_scene,plus-test-0020,speaker-pair-2,strict,linear_noise,16.79307642849778,,,2.8967180369103387,0.09283208638014125
single_scene,plus-test-0020,speaker-pair-2,strict,adeps_current,6.492344375302355,12.769212718355968,0.12200542362295604,4.680825325277903,0.36663640363379496
single_scene,plus-test-0020,speaker-pair-2,strict,adeps_tuned,11.359040634261614,12.593875555586706,0.20331068001111288,4.123631726055251,0.38203545017017027
single_scene,plus-test-0020,speaker-pair-2,strict,spatial_only,19.60106705333471,,,1.1244539193327063,0.08185809469843863
single_scene,plus-test-0020,speaker-pair-2,strict,consistency_only,17.044140898157977,8.249342324283173,0.6975958593341266,2.762565494635301,0.09162212766677397
single_scene,plus-test-0020,speaker-pair-2,strict,plus,19.716208409418158,7.18191654737342,0.8162840057770165,1.224258404481695,0.08246520928631741
single_scene,plus-test-0020,speaker-pair-2,strict,plus_no_denoiser,19.75276048772696,7.295770650741456,0.8235364990101706,1.1380480943039186,0.0810189641860837
single_scene,plus-test-0021,speaker-pair-2,strict,linear_default,16.713329523492654,,,2.2722052250133524,0.10549289132693546
single_scene,plus-test-0021,speaker-pair-2,strict,linear_tuned,17.402543111447937,,,2.266085881142639,0.10543479720555843
single_scene,plus-test-0021,speaker-pair-2,strict,linear_noise,17.349188144750823,,,2.258305171885237,0.1045291965670677
single_scene,plus-test-0021,speaker-pair-2,strict,adeps_current,5.035499800805516,12.106914159308014,0.1702315314082076,4.683222983041224,0.17201787833859034
single_scene,plus-test-0021,speaker-pair-2,strict,adeps_tuned,9.808721806350897,11.318885683540968,0.2675156564676531,3.7344597066810383,0.15363645596207465
single_scene,plus-test-0021,speaker-pair-2,strict,spatial_only,21.591459772389356,4.721781523616508,0.7932998825958832,1.081737320368352,0.07132432119963081
single_scene,plus-test-0021,speaker-pair-2,strict,consistency_only,18.29559577247776,7.287988447322509,0.6199252018894438,2.1700402348677517,0.11158989373766454
single_scene,plus-test-0021,speaker-pair-2,strict,plus,22.346159845626282,4.982742342962461,0.7776185710727636,1.2352576225623868,0.06946703158999298
single_scene,plus-test-0021,speaker-pair-2,strict,plus_no_denoiser,22.57699988593466,4.5121035204943984,0.7964969271499824,1.0936669977189568,0.06930734358865458
single_scene,plus-test-0022,speaker-pair-2,strict,linear_default,6.626615106886897,,,2.797699588835364,0.1764562984908271
single_scene,plus-test-0022,speaker-pair-2,strict,linear_tuned,10.802472348236789,,,2.792624036832665,0.17550419324477817
single_scene,plus-test-0022,speaker-pair-2,strict,linear_noise,10.79770310396323,,,2.7976098874640103,0.1757272383705929
single_scene,plus-test-0022,speaker-pair-2,strict,adeps_current,4.437697482350012,9.406239900664724,0.13763193779251193,2.806237224002172,0.13330021473100534
single_scene,plus-test-0022,speaker-pair-2,strict,adeps_tuned,11.752419514703009,8.374219494773692,0.22288427706031502,2.6317510172382126,0.11121239715428928
single_scene,plus-test-0022,speaker-pair-2,strict,spatial_only,12.132021311103749,4.81823190937733,0.6957641966944487,0.5801749335834931,0.10592275190122331
single_scene,plus-test-0022,speaker-pair-2,strict,consistency_only,19.622475517430573,7.687920500626938,0.5683639695606246,2.735625197102709,0.15248993414123116
single_scene,plus-test-0022,speaker-pair-2,strict,plus,23.144460575175938,5.2594496303226315,0.6870577165149174,0.6198848715229106,0.08863536584702246
single_scene,plus-test-0022,speaker-pair-2,strict,plus_no_denoiser,23.32847852260996,4.704799097274958,0.6979913696551375,0.571692826004605,0.10692979690118286
single_scene,plus-test-0023,speaker-pair-2,strict,linear_default,9.308023441404165,,,3.2627130323933633,0.1710366653111859
single_scene,plus-test-0023,speaker-pair-2,strict,linear_tuned,14.270915030501838,,,3.2719686425896177,0.17074217797944158
single_scene,plus-test-0023,speaker-pair-2,strict,linear_noise,14.262825888671214,,,3.2721737584193002,0.17103823086570896
single_scene,plus-test-0023,speaker-pair-2,strict,adeps_current,7.351032179383957,8.991836971324819,0.1514735465910578,4.167177265939656,0.2658333760586254
single_scene,plus-test-0023,speaker-pair-2,strict,adeps_tuned,15.328572549636917,8.261798384872527,0.23605152419912356,3.4139769350281526,0.2495692965256198
single_scene,plus-test-0023,speaker-pair-2,strict,spatial_only,16.262057882238707,3.6496932656195824,0.8293537720953327,1.3422400726811112,0.10802632841072943
single_scene,plus-test-0023,speaker-pair-2,strict,consistency_only,22.506786638813097,7.983635804070381,0.6603178573238163,3.145705418449643,0.16456456132074798
single_scene,plus-test-0023,speaker-pair-2,strict,plus,27.942821374454027,3.956309741039144,0.8116679435918619,1.179886522896867,0.10858371131342492
single_scene,plus-test-0023,speaker-pair-2,strict,plus_no_denoiser,28.273627469597486,3.256439434226398,0.8330805458688725,1.3248220746355952,0.10527895046256652
single_scene,plus-test-0024,speaker-pair-3,strict,linear_default,24.52733196102458,,,2.3700557291606703,0.07793279194953404
single_scene,plus-test-0024,speaker-pair-3,strict,linear_tuned,26.386351132043806,,,2.366882386731528,0.07796996590740383
single_scene,plus-test-0024,speaker-pair-3,strict,linear_noise,26.3685254083411,,,2.356915576204272,0.08100923801623189
single_scene,plus-test-0024,speaker-pair-3,strict,adeps_current,8.859848075515263,19.130673530726725,0.1307980035718634,4.258771250730144,0.22096070427823009
single_scene,plus-test-0024,speaker-pair-3,strict,adeps_tuned,14.231016565253178,19.44487990966125,0.18242805157065795,3.8336591966772007,0.22703677408070685
single_scene,plus-test-0024,speaker-pair-3,strict,spatial_only,32.206521770357256,3.967773875112635,0.8018648092055688,0.7809346774134545,0.0609708280341832
single_scene,plus-test-0024,speaker-pair-3,strict,consistency_only,26.578631030553716,6.473351422156448,0.5541776030091459,2.1679388889210047,0.11342701009963849
single_scene,plus-test-0024,speaker-pair-3,strict,plus,32.08051144923166,4.224819458766548,0.7447672756015757,0.7248314409965089,0.06210768900372955
single_scene,plus-test-0024,speaker-pair-3,strict,plus_no_denoiser,32.47973416942122,3.6378674870492236,0.7894819763022479,0.6494998642511562,0.046541677026448555
single_scene,plus-test-0025,speaker-pair-3,strict,linear_default,16.524835317455477,,,2.252815818004277,0.08860529559389961
single_scene,plus-test-0025,speaker-pair-3,strict,linear_tuned,16.612474627562136,,,2.2557752681302574,0.0886105806809056
single_scene,plus-test-0025,speaker-pair-3,strict,linear_noise,16.596625786054275,,,2.2565711536702375,0.08820839094665987
single_scene,plus-test-0025,speaker-pair-3,strict,adeps_current,5.941556233412132,11.082231266407073,0.13260343998633556,3.951439255491636,0.22022338386221754
single_scene,plus-test-0025,speaker-pair-3,strict,adeps_tuned,10.952911000331268,10.348401169274336,0.22686897334819892,3.3491499711797763,0.18916247262277736
single_scene,plus-test-0025,speaker-pair-3,strict,spatial_only,20.372028782296336,4.978747607652602,0.7278913747301069,1.0729033689842007,0.09840383878345833
single_scene,plus-test-0025,speaker-pair-3,strict,consistency_only,16.798984179054305,7.746831636280958,0.6441364734307512,2.1077669111535626,0.07755013772364797
single_scene,plus-test-0025,speaker-pair-3,strict,plus,20.419037474777944,4.9553016194578845,0.7334659977305182,1.0756803359004703,0.09613093481965711
single_scene,plus-test-0025,speaker-pair-3,strict,plus_no_denoiser,20.517998814329175,4.841609242782996,0.7355854821222696,1.0648929325283776,0.09902348559296727
single_scene,plus-test-0026,speaker-pair-3,strict,linear_default,23.40358606647562,,,3.605155854634045,0.04769325788484685
